year,informed_consent,sex,age,campus,modalidad,regime,career,field_OCDE,school,faculty,semester_admision,years_of_study,current_level,com_grade_point_average,A1,A2,A3,A4,E1,E2,E3,E4,E5,E6,C1,C2,C3,C4,C5,unders_and_accept_inst,unders_items,satisfac_instrument
2023,Sí,Masculino,40,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,63,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,33,MAIPU,Presencial,DIURNO,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202310,1,Primer año,62,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Femenino,20,SANTIAGO CENTRO,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,48,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,27,SANTIAGO CENTRO,Presencial,DIURNO,PEDAGOGÍA EN EDUCACIÓN FÍSICA ,Humanities,EDUCACIÓN FÍSICA,FAC. DE EDUCACIÓN,202310,1,Primer año,55,3,6,5,5,1,2,2,2,2,6,3,3,3,3,3,2,3,3
2023,Sí,Femenino,21,SANTIAGO CENTRO,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202210,2,Segundo año,48,6,6,5,4,5,6,6,4,5,1,6,6,5,6,6,3,4,4
2023,Sí,Masculino,34,SANTIAGO CENTRO,Presencial,DIURNO,NUTRICIÓN Y DIETÉTICA,Medical and Health Sciences,NUTRICIÓN Y DIETÉTICA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,0,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,44,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,6,6,4,6,5,5,6,6,6,6,4,6,6,6,6,6,4,4,4
2023,Sí,Femenino,32,MAIPU,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202120,3,Tercer año o superior,57,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Femenino,43,MELIPILLA,Semipresencial,SEMIPRESENCIAL EXECUTIVE,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202310,1,Primer año,59,6,6,2,5,5,6,6,6,6,6,6,6,6,6,6,3,3,3
2023,Sí,Masculino,45,SANTIAGO CENTRO,Presencial,VESPERTINO,TÉCNICO DE NIVEL SUPERIOR EN ENFERMERÍA,Medical and Health Sciences,TÉC.DE NIVEL SUP.EN ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,23,6,6,5,6,6,4,4,6,6,6,6,5,1,1,1,4,4,4
2023,Sí,Femenino,22,SANTIAGO CENTRO,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202210,2,Segundo año,47,5,2,3,4,5,4,6,6,6,6,5,6,6,6,6,2,2,2
2023,Sí,Masculino,42,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,66,6,6,6,6,3,3,3,3,3,6,4,6,6,6,6,4,4,4
2023,Sí,Femenino,22,SANTIAGO CENTRO,Presencial,VESPERTINO,TÉCNICO DE NIVEL SUPERIOR EN ENFERMERÍA,Medical and Health Sciences,TÉC.DE NIVEL SUP.EN ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202210,2,Segundo año,42,6,3,4,3,3,3,3,3,5,5,5,4,4,5,3,1,3,2
2023,Sí,Masculino,28,LA FLORIDA,Presencial,DIURNO,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202310,1,Primer año,65,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Femenino,35,VIÑA DEL MAR,Semipresencial,SEMIPRESENCIAL EXECUTIVE,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202220,2,Segundo año,36,6,6,6,6,6,6,6,5,6,4,6,6,6,6,6,3,3,4
2023,Sí,Femenino,25,MAIPU,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,56,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,43,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,65,5,3,5,5,3,2,3,3,3,4,5,5,4,3,5,3,4,3
2023,Sí,Femenino,31,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,61,3,2,2,2,1,2,1,1,1,1,2,2,2,2,2,1,1,1
2023,Sí,Femenino,42,VIÑA DEL MAR,Semipresencial,SEMIPRESENCIAL EXECUTIVE,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202220,2,Segundo año,63,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Femenino,34,VIÑA DEL MAR,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,200910,15,Tercer año o superior,43,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2
2023,Sí,Femenino,60,CONCEPCION,Semipresencial,SEMIPRESENCIAL EXECUTIVE,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,62,6,5,6,6,6,6,6,6,6,6,6,6,6,5,6,3,4,3
2023,Sí,Femenino,18,MAIPU,Presencial,DIURNO,TÉCNICO DE NIVEL SUPERIOR EN ENFERMERÍA,Medical and Health Sciences,TÉC.DE NIVEL SUP.EN ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,55,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,43,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,63,5,5,6,3,3,2,3,3,2,2,3,3,3,3,3,1,2,1
2023,Sí,Femenino,43,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,61,3,1,2,1,3,3,3,4,2,3,5,5,5,5,5,4,4,4
2023,Sí,Femenino,19,SANTIAGO CENTRO,Presencial,DIURNO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,Social Sciences,EDUCACIÓN DIFERENCIAL,FAC. DE EDUCACIÓN,202310,1,Primer año,58,5,2,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2
2023,Sí,Femenino,34,CONCEPCION,Semipresencial,SEMIPRESENCIAL EXECUTIVE,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023,Sí,Masculino,51,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202220,2,Segundo año,6,5,5,5,5,6,6,6,5,5,5,4,4,4,4,4,4,4,4
2023,Sí,Femenino,19,CONCEPCION,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,43,6,3,4,4,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,27,MAIPU,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,58,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,No,Masculino,28,PROVIDENCIA,Presencial,DIURNO,LICENCIATURA EN CIENCIAS DE LA ACTIVIDAD FÍSICA,Medical and Health Sciences,CS. DE LA ACTIVIDAD FÍSICA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,55,4,4,6,6,4,4,4,4,3,3,4,4,4,4,4,4,4,4
2023,Sí,Femenino,35,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,51,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023,Sí,Masculino,36,SANTIAGO CENTRO,Presencial,DIURNO,INGENIERÍA DE EJECUCIÓN  EN INFORMÁTICA,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,52,5,3,5,5,4,4,4,6,5,6,4,5,4,4,4,3,3,3
2023,Sí,Masculino,60,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,35,3,2,3,2,2,1,3,2,1,2,2,3,2,1,6,4,4,4
2023,Sí,Masculino,36,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202220,2,Segundo año,66,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,50,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2023,Sí,Femenino,19,SANTIAGO CENTRO,Presencial,DIURNO,ADMINISTRACIÓN PÚBLICA,Social Sciences,ADMINISTRACIÓN PÚBLICA,FAC. DE DERECHO,202310,1,Primer año,6,5,3,6,3,4,3,4,4,4,4,5,5,4,4,5,4,4,4
2023,No,Femenino,27,ONLINE,A distancia,A DISTANCIA,TÉCNICO DE NIVEL SUPERIOR EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,NEGOCIOS,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,46,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2023,Sí,Masculino,50,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202220,2,Segundo año,58,6,5,5,6,6,6,6,5,6,6,6,6,6,6,6,4,4,3
2023,Sí,Masculino,20,SANTIAGO CENTRO,Presencial,DIURNO,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,55,6,3,5,4,5,4,5,5,6,4,4,6,6,6,6,4,4,4
2023,Sí,Femenino,30,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,55,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,64,6,5,5,5,6,5,5,6,6,4,5,6,6,5,6,4,4,4
2023,Sí,Femenino,18,MAIPU,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,48,6,5,6,5,6,6,6,5,5,6,6,6,6,6,6,4,3,4
2023,Sí,Femenino,43,VIÑA DEL MAR,Semipresencial,SEMIPRESENCIAL EXECUTIVE,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202220,2,Segundo año,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Femenino,32,CONCEPCION,Semipresencial,SEMIPRESENCIAL EXECUTIVE,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,53,3,3,1,3,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,53,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,59,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,1,1,2
2023,No,Masculino,39,VIÑA DEL MAR,Presencial,EXECUTIVE,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,201210,12,Tercer año o superior,53,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,40,ONLINE,A distancia,A DISTANCIA,CONTADOR AUDITOR,Social Sciences,AUDITORÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,61,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Femenino,28,SANTIAGO CENTRO,Presencial,DIURNO,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202310,1,Primer año,64,6,5,6,6,6,6,6,6,6,6,6,5,6,6,6,4,4,4
2023,Sí,Femenino,44,ONLINE,A distancia,A DISTANCIA,TÉCNICO DE NIVEL SUPERIOR EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,NEGOCIOS,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,64,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,20,MELIPILLA,Presencial,DIURNO,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202310,1,Primer año,53,1,4,1,2,4,4,4,2,4,1,6,6,6,6,6,4,4,4
2023,Sí,Masculino,42,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,63,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,3,2,3
2023,Sí,Femenino,25,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,63,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,30,SANTIAGO CENTRO,Presencial,DIURNO,TÉCNICO DE NIVEL SUPERIOR EN VETERINARIA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202310,1,Primer año,34,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,3,3,3
2023,Sí,Masculino,39,CONCEPCION,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202120,3,Tercer año o superior,58,6,6,4,5,6,6,6,6,6,4,6,6,6,6,6,4,4,4
2023,Sí,Femenino,19,SANTIAGO CENTRO,Presencial,DIURNO,INGENIERÍA DE EJECUCIÓN  EN INFORMÁTICA,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,44,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3
2023,Sí,Masculino,20,CONCEPCION,Presencial,DIURNO,FONOAUDIOLOGÍA,Medical and Health Sciences,FONOAUDIOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,56,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Femenino,51,PROVIDENCIA,Presencial,DIURNO,TÉCNICO DE NIVEL SUPERIOR EN ENFERMERÍA,Medical and Health Sciences,TÉC.DE NIVEL SUP.EN ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,43,5,6,6,6,5,6,6,5,6,6,5,6,6,6,6,4,4,4
2023,Sí,Masculino,24,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202220,2,Segundo año,59,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Femenino,37,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,62,6,6,6,6,6,6,6,6,6,6,2,3,3,3,3,4,4,4
2023,Sí,Masculino,40,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,61,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Femenino,31,MAIPU,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,55,6,6,6,6,6,5,6,6,6,3,6,6,6,6,6,4,4,4
2023,Sí,Femenino,19,PROVIDENCIA,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,54,5,5,6,4,6,6,6,5,6,3,3,5,5,5,5,4,4,4
2023,Sí,Masculino,48,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202220,2,Segundo año,57,4,4,4,4,3,3,3,4,3,4,3,3,2,2,3,3,4,4
2023,Sí,Masculino,46,ONLINE,A distancia,A DISTANCIA,INGENIERÍA COMERCIAL,Engineering and Technology,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,67,6,5,6,6,6,6,6,6,6,4,6,6,6,6,6,4,4,4
2023,Sí,Masculino,46,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202120,3,Tercer año o superior,66,6,4,6,4,6,5,5,5,5,5,6,6,6,5,5,4,4,4
2023,Sí,Femenino,28,CONCEPCION,Presencial,DIURNO,FONOAUDIOLOGÍA,Medical and Health Sciences,FONOAUDIOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,56,6,5,5,5,6,6,6,6,6,5,6,6,6,6,6,4,4,4
2023,No,Femenino,31,CONCEPCION,Semipresencial,SEMIPRESENCIAL EXECUTIVE,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,56,6,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4
2023,Sí,Femenino,43,VIÑA DEL MAR,Semipresencial,SEMIPRESENCIAL EXECUTIVE,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202310,1,Primer año,49,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,No,Femenino,45,LA FLORIDA,Semipresencial,SEMIPRESENCIAL EXECUTIVE,PSICOLOGÍA,Social Sciences,PSICOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202220,2,Segundo año,66,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3
2023,Sí,Masculino,42,ONLINE,A distancia,A DISTANCIA,INGENIERÍA CIVIL INDUSTRIAL,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202210,2,Segundo año,67,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Femenino,35,ONLINE,A distancia,A DISTANCIA,INGENIERÍA EN CIBERSEGURIDAD,Engineering and Technology,INGENIERÍA,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,5,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,4,4,4
2023,Sí,Femenino,23,MELIPILLA,Presencial,DIURNO,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202310,1,Primer año,64,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Femenino,40,ONLINE,A distancia,A DISTANCIA,INGENIERÍA DE EJECUCIÓN EN ADMINISTRACIÓN DE EMPRESAS,Social Sciences,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,63,6,4,5,4,5,5,5,5,5,5,6,6,6,5,5,3,3,3
2023,Sí,Femenino,39,VIÑA DEL MAR,Presencial,DIURNO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,Social Sciences,EDUCACIÓN DIFERENCIAL,FAC. DE EDUCACIÓN,202310,1,Primer año,59,6,6,6,6,3,3,3,3,3,4,4,4,3,3,4,3,4,3
2023,Sí,Femenino,23,PROVIDENCIA,Presencial,VESPERTINO,TÉCNICO DE NIVEL SUPERIOR EN CONSTRUCCIÓN,Engineering and Technology,CONSTRUCCIÓN,FAC. DE ARQ.ANIN.DIS. Y CONST.,202310,1,Primer año,57,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Femenino,18,VIÑA DEL MAR,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,55,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Femenino,32,CONCEPCION,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,45,6,5,6,4,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Femenino,22,LA FLORIDA,Presencial,DIURNO,KINESIOLOGÍA,Medical and Health Sciences,KINESIOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,55,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Femenino,23,LA FLORIDA,Presencial,DIURNO,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202310,1,Primer año,53,6,5,6,5,6,5,6,6,6,6,5,5,5,5,5,4,4,4
2023,Sí,Femenino,18,LA FLORIDA,Presencial,DIURNO,INGENIERÍA COMERCIAL,Engineering and Technology,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,58,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2023,No,Femenino,19,SANTIAGO CENTRO,Presencial,DIURNO,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202310,1,Primer año,53,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4
2023,Sí,Femenino,18,CONCEPCION,Presencial,DIURNO,TERAPIA OCUPACIONAL,Medical and Health Sciences,TERAPIA OCUPACIONAL,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,52,6,6,6,5,6,5,5,5,6,6,6,6,6,5,6,3,4,4
2023,Sí,Masculino,20,CONCEPCION,Presencial,DIURNO,KINESIOLOGÍA,Medical and Health Sciences,KINESIOLOGÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,51,6,5,6,5,6,5,6,5,6,6,6,6,6,6,6,2,3,2
2023,Sí,Masculino,43,VIÑA DEL MAR,Presencial,EXECUTIVE,CONSTRUCCIÓN CIVIL,Engineering and Technology,CONSTRUCCIÓN,FAC. DE ARQ.ANIN.DIS. Y CONST.,202310,1,Primer año,59,1,1,1,1,2,2,1,1,1,4,1,1,1,1,1,1,1,1
2023,Sí,Femenino,25,VIÑA DEL MAR,Presencial,DIURNO,PEDAGOGÍA EN EDUCACIÓN DIFERENCIAL,Social Sciences,EDUCACIÓN DIFERENCIAL,FAC. DE EDUCACIÓN,202310,1,Primer año,54,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,20,CONCEPCION,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,5,6,4,6,4,5,6,6,6,6,6,5,6,6,6,6,3,3,4
2023,Sí,Femenino,31,MAIPU,Presencial,DIURNO,ENFERMERÍA,Medical and Health Sciences,ENFERMERÍA,FAC. DE SALUD Y CS. SOCIALES,202310,1,Primer año,55,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,4,4,4
2023,Sí,Femenino,22,SANTIAGO CENTRO,Presencial,DIURNO,PEDAGOGÍA EN EDUCACIÓN FÍSICA ,Humanities,EDUCACIÓN FÍSICA,FAC. DE EDUCACIÓN,202310,1,Primer año,59,6,2,6,6,6,6,6,6,5,6,6,6,6,6,6,4,4,4
2023,Sí,Femenino,30,SANTIAGO CENTRO,Semipresencial,SEMIPRESENCIAL EXECUTIVE,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202310,1,Primer año,55,4,6,6,6,6,6,6,6,6,6,5,6,6,6,6,4,4,4
2023,Sí,Femenino,33,SANTIAGO CENTRO,Semipresencial,SEMIPRESENCIAL EXECUTIVE,MEDICINA VETERINARÍA,Medical and Health Sciences,MEDICINA VETERINARIA,FAC. DE MED. VETER. Y AGRONOM.,202310,1,Primer año,6,6,4,6,4,6,6,6,6,6,6,6,6,6,6,6,4,4,4
2023,Sí,Masculino,22,PROVIDENCIA,Presencial,DIURNO,INGENIERÍA COMERCIAL,Engineering and Technology,INGENIERÍA COMERCIAL,FAC. DE INGENIERÍA Y NEGOCIOS,202310,1,Primer año,51,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,4,4,4
